method,url,headers,body,user_agent,label
DELETE,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
GET,/search?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/cart,Host: example.com; Accept: */*,username=user135&password=pass175,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/login,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
DELETE,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
PUT,/login,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
DELETE,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nikto/2.1.6,1
POST,/checkout,Host: example.com; Accept: */*,username=user923&password=pass998,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/index.php,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/checkout,Host: example.com; Accept: */*,username=user984&password=pass464,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nmap Scripting Engine,1
GET,/api/v1/users?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nmap Scripting Engine,1
POST,/,Host: example.com; Accept: */*,username=user642&password=pass479,Mozilla/5.0 (Linux; Android 11),0
POST,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=admin'--,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
GET,/admin?q=; ls -la,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/index.php?q=../../../../etc/passwd,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/index.php,Host: example.com; Accept: */*,input=admin'--,sqlmap/1.5.2,1
PUT,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/index.php?q=' OR 1=1--,Host: example.com; Accept: */*,,Nikto/2.1.6,1
PUT,/index.php,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nmap Scripting Engine,1
POST,/search,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/checkout,Host: example.com; Accept: */*,username=user550&password=pass563,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/search,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/search,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nikto/2.1.6,1
PUT,/search,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/login?q=&& whoami,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/products,Host: example.com; Accept: */*,username=user694&password=pass409,Mozilla/5.0 (Linux; Android 11),0
POST,/index.php,Host: example.com; Accept: */*,input=&& whoami,Nmap Scripting Engine,1
POST,/search?q=phone,Host: example.com; Accept: */*,username=user341&password=pass428,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
GET,"/api/v1/users?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search?q=phone,Host: example.com; Accept: */*,username=user75&password=pass76,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/admin,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
POST,/profile,Host: example.com; Accept: */*,username=user120&password=pass539,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/index.php,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nmap Scripting Engine,1
POST,/index.php,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
DELETE,/admin,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
GET,/index.php?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=admin'--,curl/7.68.0,1
POST,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nmap Scripting Engine,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nmap Scripting Engine,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
GET,/login?q=../../../../etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/login,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
PUT,/index.php,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
GET,/api/v1/users?q=admin'--,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/login,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
GET,/search?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,input=admin'--,curl/7.68.0,1
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
DELETE,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nikto/2.1.6,1
POST,/index.php,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
PUT,/login,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
DELETE,/search,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
DELETE,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nmap Scripting Engine,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/home,Host: example.com; Accept: */*,username=user905&password=pass637,Mozilla/5.0 (Linux; Android 11),0
POST,/index.php,Host: example.com; Accept: */*,input=admin'--,sqlmap/1.5.2,1
DELETE,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/index.php,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
GET,/index.php?q=&& whoami,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/search,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
GET,/api/v1/users?q=| cat /etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/admin,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
PUT,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
PUT,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/api/v1/users?q=' OR 1=1--,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/search?q=phone,Host: example.com; Accept: */*,username=user113&password=pass817,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/products,Host: example.com; Accept: */*,username=user522&password=pass902,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/admin,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
GET,/login?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user848&password=pass485,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/login,Host: example.com; Accept: */*,username=user343&password=pass801,Mozilla/5.0 (Linux; Android 11),0
POST,/blog/article-1,Host: example.com; Accept: */*,username=user100&password=pass540,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,Nikto/2.1.6,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/products,Host: example.com; Accept: */*,username=user550&password=pass680,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/index.php,Host: example.com; Accept: */*,input=admin'--,curl/7.68.0,1
DELETE,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
POST,/,Host: example.com; Accept: */*,username=user131&password=pass203,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/search?q=' OR 1=1--,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/index.php?q=../../../../etc/passwd,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nmap Scripting Engine,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
GET,/search?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/admin,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
POST,/index.php,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nmap Scripting Engine,1
PUT,/search,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nmap Scripting Engine,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/profile,Host: example.com; Accept: */*,username=user781&password=pass857,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/admin,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
POST,/blog/article-1,Host: example.com; Accept: */*,username=user17&password=pass955,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,"/login?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nmap Scripting Engine,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user269&password=pass249,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,curl/7.68.0,1
PUT,/admin,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nikto/2.1.6,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
POST,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
GET,/search?q=| cat /etc/passwd,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/admin?q=| cat /etc/passwd,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/index.php,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
DELETE,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
GET,"/search?q="" onmouseover=alert(1) """,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
GET,/login?q=' OR 'x'='x,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/login,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,curl/7.68.0,1
PUT,/index.php,Host: example.com; Accept: */*,input=admin'--,curl/7.68.0,1
GET,/login?q=admin'--,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/admin,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,sqlmap/1.5.2,1
GET,/admin?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nikto/2.1.6,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,"/admin?q="" onmouseover=alert(1) """,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=..\..\..\windows\system32,curl/7.68.0,1
DELETE,/admin,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/admin,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
POST,/blog/article-1,Host: example.com; Accept: */*,username=user377&password=pass405,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
POST,/,Host: example.com; Accept: */*,username=user691&password=pass625,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
PUT,/admin,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
PUT,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,sqlmap/1.5.2,1
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
